case_number,date,year,type,country,area,activity,fatal,species,pdf
1941.06.00,Jun-1941,1941,Sea Disaster,PACIFIC OCEAN,Off coast of Ecuador,"Ditched aircraft, 3 men in the water. Swam for 31 hours",Y,,1941.06.00-Ecuador.pdf
1941.03.24,24-Mar-1941,1941,Sea Disaster,SOUTH ATLANTIC OCEAN,,The troopship Britannia was sunk by the German raider Thor,N,,1941.03.24-Britannia.pdf
1941.03.09,09-Mar-1941,1941,Provoked,USA,California,Fishing,N,Mako shark (aka bonito shark) 1.2 m [4'] ,1941.03.09-Martinez.pdf
1941.02.13.,13-Feb-1941,1941,Provoked,AUSTRALIA,New South Wales,Fishing,N,,1941.02.13-See.pdf
1941.02.01,01-Feb-1941,1941,Provoked,JAMAICA,Trelawney Province,Seine netting,N,,1941.02.01-Buchanan.pdf
1941.01.29,29-Jan-1941,1941,Unprovoked,SOUTH ATLANTIC OCEAN,In Convoy OB 274,Rescuing seaman after ship sunk by German raider,N,,1941.01.29-Hay.pdf
1941.01.00,Jan-1941,1941,Sea Disaster,ATLANTIC OCEAN,,Adrift on raft after their ship was sunk by an Axis raider ,Y,,1941.01.00-Scotsman-Indian.pdf
1941.00.00.h,1941,1941,Unprovoked,SOLOMON ISLANDS,New Georgia,Floating,N,,1941.00.00.h-Munda.pdf
1941.00.00.f,1941,1941,Unprovoked,IRAN,Khuzestan Province,Standing,Y,,1941.00.00.f-old-fisherman.pdf
1941.00.00.e,1941,1941,Unprovoked,IRAN,Khuzestan Province,,Y,,1941.00.00.e-local-dignitary.pdf
1941.00.00.d,1941,1941,Unprovoked,IRAN,Khuzestan Province,,N,,1941.00.00.d-Gurkha-soldier.pdf
1941.00.00.c,1941,1941,Unprovoked,IRAN,Khuzestan Province,Slipped off rocks and fell into the water,Y,,1941.00.00.c-small-boy.pdf
1941.00.00.b,1941,1941,Unprovoked,IRAN,Khuzestan Province,Standing,Y,,1941.00.00.b-IASCambulance-driver.pdf
1941.00.00.a,1941,1941,Unprovoked,PAPUA NEW GUINEA,,,N,,1941.00.00.a-RenagiLoi.pdf
1940.12.28,28-Dec-1940,1940,Unprovoked,AUSTRALIA,New South Wales,Standing on sandbank,Y,,1940.12.28-Hammond.pdf
1940.12.20,20-Dec-1940,1940,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,Y,,1940.12.20-Chandley.pdf
1940.12.19.R,Reported 19-Dec-1940,1940,Unprovoked,AUSTRALIA,Queensland,Fishing,N,,1940.12.19.R-JackRyan.pdf
1940.12.10,10-Dec-1940,1940,Provoked,AUSTRALIA,Northern Territory,Collecting fish in military trap when bitten by captured shark that had been shot by soldiers with Garten,N,,1940.12.10-Garten.pdf
1940.09.00,Sep-1940,1940,Unprovoked,PANAMA,Panama Bay (Pacific Ocean),Bathing,Y,5.5 m [18'] shark,1940.09.00-Menacho.pdf
1940.07.13.b,13-Jul-1940,1940,Unprovoked,USA,South Carolina,Standing,N,,1940.07.13.b-Tanner.pdf
1940.07.13.a,13-Jul-1940,1940,Unprovoked,USA,South Carolina,Standing ,N,,1940.07.13.a-Haley.pdf
1940.06.30,30-Jun-1940,1940,Unprovoked,USA,North Carolina,Fishing,N,3 m [10'] shark,1940.06.30-Dye.pdf
1940.03.31,31-Mar-1940,1940,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,Y,"White shark, species identity confirmed by tooth pattern",1940.03.31-Lees.pdf
1940.03.20,20-Mar-1940,1940,Unprovoked,AUSTRALIA,New South Wales,Free diving for lobster,N,Wobbegong shark,1940.03.20-Walker.pdf
1940.02.22,22-Feb-1940,1940,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,Y,"White shark, 160-kg [353-lb], identity confirmed by tooth pattern",1940.02.22 - Lund.pdf
1940.02.20,20-Feb-1940,1940,Boating,AUSTRALIA,New South Wales,Canoeing,N,,1940.02.20-canoe-Sydney.pdf
1940.02.04,4-Feb-1940,1940,Unprovoked,AUSTRALIA,New South Wales,Wading,Y,,1940.02.04-Eke.pdf
1940.01.29,29-Jan-1940,1940,Unprovoked,AUSTRALIA,Queensland,Dived into the water,N,"""a small shark""",1940.01.29-BrisbaneRiver.pdf
1940.01.23,23-Jan-1940,1940,Unprovoked,AUSTRALIA,New South Wales,Swimming,Y,3 m [10'] shark,1940.01.23-Farrin.pdf
1940.01.15,15-Jan-1940,1940,Unprovoked,AUSTRALIA,Queensland,Swimming,N,,1940.01.15-Bright.pdf
1940.01.07,07-Jan-1940,1940,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming ,Y,2.4 m [8'] shark,1940.01.07-Hooper.pdf
1940.01.01,01-Jan-1940,1940,Unprovoked,AUSTRALIA,Queensland,Diving for trochus,N,,1940.01.01-native-diver.pdf
1940.00.00.f,Ca. 1940,1940,Boating,SLOVENIA,Adriatic Sea,Boating,N, White shark,1940.00.00.f-boat-Slovenia.pdf
1940.00.00.e,1940,1940,Unprovoked,NEW GUINEA,Bwagaoia,,Y,,1940.00.00.e-small-girl.pdf
1940.00.00.d,1940,1940,Unprovoked,PAPUA NEW GUINEA,Western Papuan Gulf,male,N,,1940.00.00.d-Kerema.pdf
1940.00.00.c,1940,1940,Invalid,SOUTH AFRICA,Eastern Cape Province,Swimming,UNKNOWN,Questionable incident,1940.00.00.c-KiddsBeach.pdf
1940.00.00.b,1940,1940,Invalid,SOUTH AFRICA,KwaZulu-Natal,,UNKNOWN,Questionable incident,1940.00.00.b-IndianFemale.pdf
1940.00.00.a,1940,1940,Invalid,SOUTH AFRICA,Eastern Cape Province,Standing in water with child in her arms,UNKNOWN,Questionable incident,1940.00.00.a-Woman-Kowie.pdf
1939.12.28,28-Dec-1939,1939,Invalid,AUSTRALIA,New South Wales,Swimming,UNKNOWN,"Questionable incident, said to involve a 6' shark",1939.12.28-Carroll.pdf
1939.12.14,14-Dec-1939,1939,Unprovoked,AUSTRALIA,Queensland,Swimming ,Y,2.6 m [8.5'] shark landed 2 hours later,1939.12.14-Gurran.pdf
1939.11.23,23-Nov-1939,1939,Boating,AUSTRALIA,New South Wales,,N,"Blue pointer, 16'",1939.11.23-Wollongong-3.pdf
1939.11.11,11-Nov-1939,1939,Provoked,AUSTRALIA,New South Wales,,N,whaler shark,1939.11.11-boat-Maroubra.pdf
1939.11.09,09-Nov-1939,1939,Boating,AUSTRALIA,New South Wales,,UNKNOWN,,1939.11.09-boat-2-Wollongong.pdf
1939.11.06,06-Nov-1939,1939,Boating,AUSTRALIA,New South Wales,,UNKNOWN,,1939.11.06-boat-1-Wollongong.pdf
1939.11.02.R,Reported 02-Nov-1939,1939,Unprovoked,SAMOA,,Fishing,Y,,1939.11.02.R-Samoa.pdf
1939.10.25.R,Reported 25-Oct-1939,1939,Unprovoked,AUSTRALIA,Queensland,"Free diving for trochus shell, swimming to dinghy",N,"Tiger shark, 4.3 m [14'], 3 tooth fragments retrieved from his wounds",1939.10.25.R-Cobbe.pdf
1939.10.04,04-Oct-1939,1939,Unprovoked,USA,Hawaii,Spearfishing & had just speared a ulua,N,1.5 m [5'] shark,1939.10.04-Akina.pdf
1939.09.27.R,Reported 27-Sep-1939,1939,Unprovoked,AUSTRALIA,Torres Strait ,Pearl diving,N,Tiger shark,1939.09.27-Mira.pdf
1939.08.01,01-Aug-1939,1939,Provoked,USA,California,Fishing,N,,1939.08.01-Ray.pdf
1939.07.18,18-Jul-1939,1939,Sea Disaster,PACIFIC OCEAN,,Japanese freighter Bokuyo Maru burned & sank,Y,,1939.07.18-Child-B-Maru.pdf
1939.07.16,16-Jul-1939,1939,Provoked,BAHAMAS,Andros Islands,"Dress diving, filming shark & pulling it through the water for a motion picture scene",N,"Nurse shark, 2.1 m [7']",1939.07.16-MacEwan.pdf
1939.07.14,14-Jul-1939,1939,Provoked,USA,Texas,Seine netting,N,18' shark,1939.07.14-Bolling.pdf
1939.05.03,03-May-1939,1939,Unprovoked,USA,Virginia,Washed off freighter Huncliff by a freak wave,Y,,1939.05.03-Heagan.pdf
1939.04.12.R,12-Apr-1939,1939,Unprovoked,PAPUA NEW GUINEA,Morobe Province,Dived for a coin,Y,,1939.04.12.R-Child.pdf
1939.03.24,24-Mar-1939,1939,Unprovoked,PAPUA NEW GUINEA,Central Province,Dived for a coin,Y,"""a large shark""",1939.03.24-Raho-Heni.pdf
1939.02.26.b,26-Feb-1939,1939,Unprovoked,INDIA,Tamil Nadu,Bathing/Swimming,Y,,1939.02.26.b-Dickinson.pdf
1939.02.26.a,26-Feb-1939,1939,Provoked,NEW ZEALAND,North Island,Fishing,N,7' shark,1939.02.26.a-Ramsbottom.pdf
1939.01.12,12-Jan-1939,1939,Unprovoked,AUSTRALIA,New South Wales,Scooping prawns,N,7' shark,1939.01.12.R-ClarenceRiver.pdf
1939.00.00.e,Woirld War II,1939,Sea Disaster,SRI LANKA,,She was on a ship that was torpedoes & was in the water awaiting rescue,N,,1939.00.00.e-WREN.pdf
1939.00.00.d,Ca. 1939,1939,Boating,BAHAMAS,Andros Islands,Fishing,N,Tiger shark,1939.00.00.d-skiff.pdf
1939.00.00.c,1939,1939,Unprovoked,VENEZUELA,Carabobo,Bathing,Y,,1939.00.00.c-Haberdasher.pdf
1939.00.00.b,1939,1939,Unprovoked,CURACAO,Ascension Bay,Diving,N,Tiger shark,1939.00.00.b-Hass.pdf
1939.00.00.a,1939,1939,Unprovoked,PAPUA NEW GUINEA,"Abau Sub District, Central Province",Swimming to anchored boat,Y,,1939.00.00.a-Garvakala.pdf
1938.12.27,27-Dec-1938,1938,Unprovoked,AUSTRALIA,New South Wales,Swimming,Y,,1938.12.27-Graham.pdf
1938.10.05,05-Oct-1938,1938,Provoked,AUSTRALIA,Queensland,Fishing,N,"Tiger shark, 6'",1938.10.05-Lopez.pdf
1938.08.29,29-Aug-1938,1938,Unprovoked,CHINA,North China,Swimming alongside warship   Tsingt-ao,Y,,1938.08.29-Baker.pdf
1938.08.18,18-Aug-1938,1938,Provoked,USA,California,Fishing,N,,1938.08.18-WarrenWilliams.pdf
1938.07.18,18-Jul-1938,1938,Unprovoked,USA,South Carolina,Swimming,N,,1938.07.18-MaynardTanner.pdf
1938.07.17.R,Reported 17-Jul-1938,1938,Provoked,TURKEY,,Fishing,N,,1938.07.17.R-Turkey.pdf
1938.07.17,17-Jul-1938,1938,Provoked,USA,California,"Fishing, removing gaff from shark's mouth",N,,1938.07.17-Griffet.pdf
1938.07.12,12-Jul-1938,1938,Unprovoked,AUSTRALIA,Torres Strait,"Hardhat diving from Japanese pearling lugger, Reiyo Maru",Y,,1938.07.12-Okada.pdf
1938.06.17,17-Jun-1938,1938,Unprovoked,NICARAGUA,Lower San Juan River,"The schooner Elizabeth, bound from Bluefields, Nicaragua to the river port of San Carlos foundered",Y,Thought to involve bull sharks,1938.06.17-Hodgson_Ollis.pdf
1938.06.08,08-Jun-1938,1938,Unprovoked,AUSTRALIA,New South Wales,Hardhat diving,N,6' shark,1938.06.08-Edwards.pdf
1938.05.26,26-May-1938,1938,Unprovoked,COSTA RICA,Nicoya Peninsula,Fishing,Y,,1938.05.26.R-Villareal.pdf
1938.05.15,15-May-1938,1938,Unprovoked,IRAQ,Basrah City,"Swimming, naked",N,Bull shark,1938.05.15-Basrah.pdf
1938.05.02.R,Reported 02-May-1938,1938,Unprovoked,INDIA,West Bengal,Bathing,Y,,1938.05.02.R-India.pdf
1938.03.21.R,Reported 21-Mar-1938,1938,Unprovoked,FIJI,Viti Levu,Wading,N,,1938.03.21.R-FijianMethodist.pdf
1938.03.08,08-Mar-1938,1938,Unprovoked,AUSTRALIA,Northern Territory,Canoe capsized by shark,N,,1938.03.08-Liverpool-River.pdf
1938.01.21,21-Jan-1938,1938,Provoked,AUSTRALIA,New South Wales,Fishing,N," Tiger shark, 3'",1938.01.21-Corowa.pdf
1938.01.18,18-Jan-1938,1938,Provoked,SOUTH AFRICA,KwaZulu-Natal,"Watching seine netters with friends, one of whom picked up a netted shark",N,,1938.01.18-Parkin.pdf
1938.01.14,14-Jan-1938,1938,Invalid,AUSTRALIA,New South Wales,Diving off jetty,UNKNOWN,Questionable incident,1938.01.14-Murray.pdf
1938.01.02,02-Jan-1938,1938,Unprovoked,AUSTRALIA,New South Wales,Surf skiing,N,,1938.01.02-Baker.pdf
1938.00.00.e.R,Reported 1938,1938,Unprovoked,EGYPT,,Sponge diving,Y,,1938.00.00.e.R-Egypt.pdf
1938.00.00.d,1938,1938,Unprovoked,TRINIDAD & TOBAGO,Trinidad,Body surfing,N,"""grey-colored shark""",1938.00.00.d-Huggins.pdf
1938.00.00.c,1938,1938,Provoked,USA,North Carolina,Fishing,N,,1938.00.00.c-Willards.pdf
1938.00.00.b,1938,1938,Unprovoked,AUSTRALIA,Torres Strait,Diving,N,,1938.00.00.b-Sammy.pdf
1938.00.00.a,1938,1938,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,N,,1938.00.00.a-blackmale.pdf
1937.11.13,13-Nov-1937,1937,Sea Disaster,USA,North Carolina,"Tzenny Chandris, a Greek freighter laden with scrap iron, foundered in heavy weather",Y,,1937.11.13-Tzenny-Chandris.pdf
1937.11.11,11-Nov-1937,1937,Unprovoked,AUSTRALIA,Torres Strait ,Diving for trochus,Y,12' shark,1937.11.11-Kris.pdf
1937.11.06.R,Reported 06-Nov-1937,1937,Sea Disaster,SOLOMON ISLANDS,,"Two canoes with 14 aboard blown to sea in a storm. While adrift for 3 week, one person fell overboard and was killed by a shark",Y,,1937.11.06.R-Solomon-Islands.pdf
1937.10.27.b,27-Oct-1937,1937,Unprovoked,AUSTRALIA,Queensland ,Swimming ,Y,Tiger shark,1937.10.27.b-Brinkley.pdf
1937.10.27.a,27-Oct-1937,1937,Unprovoked,AUSTRALIA,Queensland,Swimming ,Y,"Tiger shark,  3.6 m [11'9""], 850-kg [1874-lb] female, contained Girvan's remains ",1937.10.27.a-Girvanpub.pdf
1937.10.24.c,24-Oct-1937,1937,Unprovoked,AUSTRALIA,New South Wales,Swimming near jetty,N,2.4 m [8'] shark,1937.10.24.b-McDonald.pdf
1937.10.24.a,24-Oct-1937,1937,Unprovoked,AUSTRALIA,New South Wales,Surf skiing,N,2.6 m [8.5'] shark,1937.10.24.a-Denning.pdf
1937.09.26.R,Reported 26-Sep-t937,1937,Provoked,CROATIA, Split-Dalmatia County,Fishing,N,,1937.09.16.R-Omis.pdf
1937.09.12,12-Sep-1937,1937,Boating,SCOTLAND,Argyllshire,Pleasure boating,N,Basking shark,1937.09.12-GlenSannox.pdf
1937.09.11,11-Sep-1937,1937,Boating,SCOTLAND,Arran,Fishing,N,Basking shark,1937.09.11-LadyCharlotte.pdf
1937.09.01,01-Sep-1937,1937,Unprovoked,SCOTLAND,Argyll,Rowing,N,Basking shark,1937.09.01-Scotland.pdf
1937.08.31,31-Aug-1937,1937,Unprovoked,AUSTRALIA,Torres Strait,"Diving from the lugger San, operated by the Protector of the Aborigines",N,"Tiger shark, 9' to 10' ",1937.08.31-IonaAsai.pdf
1937.08.16,16-Aug-1937,1937,Invalid,TURKEY,,Swimming,UNKNOWN,Invalid,1937.08.16-Istanbul.pdf
1937.08.02,02-Aug-1937,1937,Unprovoked,PANAMA,Colon Province,Swimming,Y,,1937.08.02-Fernandez.pdf
1937.07.16.R,Reported 16-Jul-1937,1937,Unprovoked,AUSTRALIA,Northern Territory,Pearl diving,Y,,1937.07.16.R-JapaneseDiver.pdf
1937.07.06,07-Jul-1937,1937,Invalid,ITALY,Liguria,,UNKNOWN,Invalid,1937.07.06-Italy.pdf
1937.06.28.R,Reported 28-Jun-1937,1937,Unprovoked,GREECE,,,Y,,1937.06.28.R-Salonika.pdf
1937.06.15.b,15-Jun-1937,1937,Provoked,AUSTRALIA,New South Wales,"Fishing from launch, fell into net with shark",N,"Whaler shark, 4 m [13'] ",1937.06.15.b-Emmerton.pdf
1937.06.15,    15-Jun-1937,1937,Unprovoked,USA,Texas,Swimming,Y,,1937.06.15.a-Thompson.pdf
1937.05.30,30-May-1937,1937,Provoked,USA,Texas,Fishing,N,4' shark,1937.05.30-Siskalo.pdf
1937.05.15,15-May-1937,1937,Unprovoked,AUSTRALIA,Queensland,"Refused permission to cross on the ferry, he was swimming across the river",Y,2 days later a 600-lb shark was caught 100 yards from the site,1937.05.15-Tennant.pdf
1937.03.26,26-Mar-1937,1937,Invalid,AUSTRALIA,New South Wales,Bathing,UNKNOWN,Shark involvement prior to death was not confirmed,1937.03.26-Shaw.pdf
1937.03.09,09-Mar-1937,1937,Invalid,AUSTRALIA,Victoria,Swimming,UNKNOWN,Shark involvement prior to death was not confirmed,1937.03.09-King.pdf
1937.02.13,13-Feb-1937,1937,Unprovoked,AUSTRALIA,New South Wales,Swimming,Y,White shark,1937.02.13-Welsh.pdf
1937.02.11,11-Feb-1937,1937,Unprovoked,AUSTRALIA,New South Wales,Swimming ashore after launch capsized,N,,1937.02.11-Redman.pdf
1937.02.04,04-Feb-1937,1937,Boating,AUSTRALIA,New South Wales,Fishing,N,,1937.02.04-BotanyBay-launch.pdf
1937.02.03,03-Feb-1937,1937,Provoked,AUSTRALIA,Queensland,Fishing,N,"3' ""blue nosed"" shark",1937.02.03-Woodley.pdf
1937.02.02,1937,1937,Invalid,AUSTRALIA,South Australia,12 of the Penang's crew were returning to the ship when their 12' dinghy capsized,UNKNOWN,Shark involvement prior to death was not confirmed,1937.02.02-Penang.pdf
1937.01.27,27-Jan-1937,1937,Provoked,AUSTRALIA,New South Wales,Holding shark's tail ,N,"Grey nurse shark, 8'",1937.01.27-Hemsworth.pdf
1937.00.00,1937,1937,Unprovoked,AUSTRALIA,Torres Strait,,N,,1937.00.00-O'Leary.pdf
1936.12.30,30-Dec-1936,1936,Unprovoked,USA,Hawaii,"Diving, attempting to retrieve body of drowning victim wedged between rocks",N,6 m [20']  shark,1936.12.30-Kekuhi.pdf
1936.12.19,19-Dec-1936,1936,Boating,AUSTRALIA,Queensland,Sculling,N,3 m [10'] shark,1936.12.19-Slaughter.pdf
1936.12.15,15-Dec-1936,1936,Provoked,AUSTRALIA,New South Wales,Fishing for the shark that killed George Lundberg,N,,1936.12.15-boat-Ayerst.pdf
1936.12.12,12-Dec-1936,1936,Unprovoked,AUSTRALIA,New South Wales,Swimming,Y,,1936.12.12-Lundberg.pdf
1936.12.01,01-Dec-1936,1936,Boating,AUSTRALIA,Victoria,Fishing,Y,Thought to involve a 12' white shark,1936.12.01-Swan.pdf
1936.11.27,27-Nov-1936,1936,Provoked,AUSTRALIA,Torres Strait,Spearfishing ,N,0.9 m [3']  shark,1936.11.27-McDonnell.pdf
1936.09.11.R,Reported 11-Sep-1936,1936,,VIETNAM,,Wreck of a sampam,Y,,1936.09.11-Saigon.pdf
1936.09.04,04-Sep-1936,1936,Unprovoked,USA,Hawaii,Swimming,N,,1936.09.04-Maui.pdf
1936.08.24,24-Aug-1936,1936,Unprovoked,AUSTRALIA,Torres Strait,"Trochus diving, but floating on surface",N,Large tiger shark seen in the vicinity the following morning,1936.08.24-TalaLui.pdf
1936.08.13,13-Aug-1936,1936,Unprovoked,ICELAND,Fishing Grounds,Swept overboard,N,,1936.08.13-Iceland.pdf
1936.08.11,11-Aug-1936,1936,Provoked,CANADA,Newfoundland,Fishing for cod,N,"Shovelnose shark, 6 m [20'] ",1936.08.11-schoonerRaymonde.pdf
1936.08.04,Reported 04-Aug-1936,1936,Unprovoked,AUSTRALIA,Torres Strait,Pearl diving,N,,1936.08.04.R-PearlDiver.pdf
1936.08.00,Aug-1936,1936,Boating,USA,North Carolina,Fishing,N,,1936.08.00-PamlicoSound.pdf
1936.07.25,25-Jul-1936,1936,Unprovoked,USA,Massachusetts,Swimming crawl stroke,Y,White shark (identified by Dr. Hugh Smith) ,1936.07.25-Troy.pdf
1936.07.12,12-Jul-1936,1936,Boating,USA,New Jersey,Fishing for bluefish,N,"Blue shark, 8' [2.4 m], 500-lb ",1936.07.12-SaulWhite.pdf
1936.07.07,07-Jul-1936,1936,Unprovoked,AUSTRALIA,Torres Strait,Diving,N,,1936.07.07-aboriginal-diver.pdf
1936.07.00,Jul-1936,1936,Boating,SOUTH AFRICA,Western Cape Province,"Fishing, catching snoek, Thyrsites atun",N,,1936.07.00-LuckyJim.pdf
1936.06.26,26-Jun-1936,1936,Unprovoked,AUSTRALIA,Torres Strait,"Diving for trochus , but swimming on surface",Y,"Tiger shark, 2.4 m [8']",1936.06.26-Willie.pdf
1936.06.06,06-Jun-1936,1936,Unprovoked,USA,Florida,Swimming,Y,,1936.06.06-BocaCiegaBay.pdf
1936.04.22,22-Apr-1936,1936,Unprovoked,AUSTRALIA,Queensland,Diving for trochus,N,"Tiger shark, 4.6 m [15'] ",1936.04.22-Oscoto.pdf
1936.04.08,08-Ap-1936,1936,Unprovoked,AUSTRALIA,Queensland,Diving,N,,1936.04.08-Ohta.pdf
1936.03.30,30-Mar-1936,1936,Provoked,USA,Florida,Fishing,N,650-lb shark,1936.03.30-Samsoe.pdf
1936.03.22,12-Mar-1936,1936,Unprovoked,AUSTRALIA,Torres Strait,Among 31 survivors of crew from the sampan Fukulya Maru (which reached Thursday Island in rowing boat) was a man whose arm had been bitten off by shark. The sampan wrecked west of McArthur island ,N,,1936.03.22-Japanese-sailor.pdf
1936.03.19,19-Mar-1936,1936,Unprovoked,AUSTRALIA,Queensland,Diving for trochus,N,,1936.03.19-Norman.pdf
1936.03.04.,04-Mar-1936,1936,Boating,AUSTRALIA,Northern Territory,Rowing ,N,,1936.03.04-CapeHotham.pdf
1936.02.23,23-Feb-1936,1936,Provoked,AUSTRALIA,New South Wales,Touching the mouth of a supposedly dead shark,N,,1936.02.23-Cameron.pdf
1936.02.20..R,Reported 20-Feb-1936,1936,Unprovoked,AUSTRALIA,Queensland,Sculling,N,10' shark,1936.02.20.R-Slaughter.pdf
1936.02.04,04-Feb-1936,1936,Unprovoked,AUSTRALIA,New South Wales,Swimming,Y,White shark,1936.02.04-Paton.pdf
1936.01.22,22-Jan-1936,1936,Unprovoked,AUSTRALIA,South Australia,"Swimming. Passer-by, Len Bedford, heard him shriek , saw shark leap from the water & swimmer disappeared",Y,White shark,1936.01.22-Bennett.pdf
1936.01.05,05-Jan-1936,1936,Invalid,AUSTRALIA,Queensland,Surfing,UNKNOWN,Shark involvement prior to death was not confirmed,1936.01.05-Canavan.pdf
1936.01.00,Jan-1936,1936,Provoked,AUSTRALIA,New South Wales,Paddleskiing,N,2.3 m [7'] shark,1936.01.00-Howell.pdf
1936.00.00,1936,1936,Unprovoked,AUSTRALIA,Victoria ,Swimming ,Y,,1936.00.00-PortMelbourne.pdf
1935.12.23,23-Dec-1935,1935,Provoked,AUSTRALIA,Victoria,Cruising,N,4.3 m [14'] shark,1935.12.23-NortonBoat.pdf
1935.11.13,13-Nov-1935,1935,Unprovoked,AUSTRALIA,Torres Strait,Diving?,N,,1935.11.13-Messot.pdf
1935.09.21,21-Sep-1935,1935,Unprovoked,USA,North Carolina,Swimming,Y,,1935.09.21-Fountain.pdf
1935.09.04.R,Reported 04-Sep-1935,1935,Unprovoked,PAPUA NEW GUINEA,Central Province,Swimming,Y,,1935.09.04.R-Hula.pdf
1935.08.26,26-Aug-1935,1935,Unprovoked,AUSTRALIA,Queensland,"Fell overboard, hanging onto lifebuoy",Y,3.7 m [12'] shark,1935.08.26-Quinn.pdf
1935.08.24,24-Aug-1935,1935,Invalid,UNITED KINGDOM,Isle of Wight,Fishing,UNKNOWN,Invalid,1935.08.24-Atherfield.pdf 
1935.08.13,13-Aug-1935,1935,Unprovoked,AUSTRALIA,Torres Strait,Diving for beche-de-mer from lugger,Y,,1935.08.13 -Barani.pdf
1935.07.27.b,27-Jul-1935,1935,Invalid,USA,California,fishing boat exploded & sank,UNKNOWN,Invalid,1935.07.27-b-Wilkes.pdf
1935.07.27.a,27-Jul-1935,1935,Invalid,USA,California,fishing boat exploded & sank,UNKNOWN,Invalid,1935.07.27.a-Wilkes.pdf
1935.07.05,05-Jul-1935,1935,Unprovoked,PANAMA,,"Fishing with dynamite, afterwards in water retrieving catch",Y,,1935.07.05-Alonso.pdf
1935.07.01,01-Jul-1935,1935,Unprovoked,CROATIA,Adriatic Sea,Swimming,Y,,1935.07.01-Kudlich.pdf
1935.06.18,18-Jun-1935,1935,Unprovoked,USA,New Jersey,"Fishing for bluefish, shark leapt into dory",N,4.6 m [15'] shark,1935.06.18-Chalor.pdf
1935.06.05.R,Reported 05-Jun-1935,1935,Unprovoked,SOLOMON ISLANDS,Makira-Uluwa Province,Fishing,Y,,1935.06.05.R-SolomonIslands.pdf
1935.06.00.b,Jun-1935,1935,Boating,AUSTRALIA,South Australia,,N,,1935.06.05.R-SolomonIslands.pdf
1935.06.00.a,Jun-1935,1935,Unprovoked,PAPUA NEW GUINEA,Northern (Oro) Province,,N,,1935.06.00.a-Filemani.pdf
1935.05.19,19-May-1935,1935,Provoked,SOUTH AFRICA,KwaZulu-Natal,Put foot inside a landed & supposedly dead shark,N,"White shark, 246-kg ",1935.05.19-spectator.pdf
1935.05.12,12-May-1935,1935,Unprovoked,AUSTRALIA,Torres Strait,Pearl diving,N,1.8 m [6'] shark,1935.05.12-Andrew.pdf
1935.04.25,25-Apr-1935,1935,Invalid,AUSTRALIA,New South Wales,"Disappeared 11 days earlier, probable homicide victim",UNKNOWN,Invalid,1935.04.25-SharkArmCase.pdf
1935.04.12.R,Reported 12-Apr-1935,1935,Unprovoked,,,Diving,N,,1935.04.12.R-PearlPurdyScott.pdf
1935.04.08.R,Reported 08-Apr-1935,1935,Unprovoked,USA,California,,N,,1935.04.08.R-Davis.pdf
1935.03.30,30-Mar-1935,1935,Unprovoked,AUSTRALIA,Queensland,Diving from dinghy for trochus shell,N,,1935.03.30-Samuel.pdf
1935.03.25.R,Reported 25-Mar-1935,1935,Provoked,SOUTH AFRICA,KwaZulu-Natal,Put foot inside mouth of supposedly dead shark,N,,1935.03.25.R-Durban.pdf
1935.03.20,20-Mar-1935,1935,Unprovoked,AUSTRALIA,Torres Strait,"Pearl diving, but standing in the water",N,Tiger shark 3 m  [10'] ,1935.03.20-Kosam.pdf
1935.03.13,13-Mar-1935,1935,Provoked,AUSTRALIA,Queensland,Hauling in net with shark in it,N,"""Blue nose shark""",1935.03.13-Beitz.pdf
1935.03.11,11-Mar-1935,1935,Unprovoked,AUSTRALIA,New South Wales,Surfing,N,,1935.03.11-McMichael.pdf
1935.03.09,09-Mar-1935,1935,Unprovoked,AUSTRALIA,New South Wales,Swimming,Y,"White shark, 4 m [13'] ",1935.03.09-MacDonald.pdf
1935.03.02,02-Mar-1935,1935,Unprovoked,AUSTRALIA,New South Wales,Standing,Y,"White shark, 3.5 m to 4 m [11.5' to 13'] ",1935.03.02-McFarlane.pdf
1935.02.14,14-Feb-1935,1935,Unprovoked,AUSTRALIA,New South Wales,Surfing (pneumatic surfboard),N,,1935.02.14-Lorenz.pdf
1935.01.24.b,24-Jan-1935,1935,Unprovoked,AUSTRALIA,New South Wales,Fishing,N,"Tiger shark, 12' ",1935.01.24.b-Johnson.pdf
